siteName,latitude,longitude,age,pollenPercentage,pollenSum,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,tmin1,tmin2,tmin3,tmin4,tmin5,tmin6,tmin7,tmin8,tmin9,tmin10,tmin11,tmin12,tmax1,tmax2,tmax3,tmax4,tmax5,tmax6,tmax7,tmax8,tmax9,tmax10,tmax11,tmax12,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
China Camp,38.0075,-122.493333333,3886.0,5.3738317757,428.0,176.1,160.1,113.9,53.8,20.5,8.6,0.9,2.3,8.2,48.3,95.4,157.4,4.0,5.02,5.15,5.63,7.59,10.0,11.26,11.36,10.92,9.16,6.45,4.49,12.94,14.59,15.57,17.32,20.74,24.84,27.51,27.53,26.61,23.01,17.76,13.68,78.044166666666669,-62.8725,-601.07552581261962,61.93628331577721,11.359999999999999,0.90000000000000002,10.459999999999999,14.979999999999999,169.03666666666666,169.03666666666666,14.806666666666667,242.09999999999997,27.530000000000001,12.94,25.15018102588003,81.650000000000006,41.209999999999994,13.736666666666665,26.626666666666665
China Camp,38.0075,-122.493333333,4309.0,0.845070422535,355.0,169.5,152.6,111.5,57.0,24.3,11.4,1.2,3.1,10.4,55.7,101.1,157.1,3.07,4.19,4.44,5.07,7.19,9.71,10.96,10.9,10.21,8.24,5.43,3.48,11.61,13.4,14.64,16.59,20.1,24.18,26.78,26.73,25.74,22.01,16.59,12.37,78.149166666666659,-64.33416666666666,-659.16154371584685,59.01946097945622,10.960000000000001,1.2,9.7600000000000016,15.589999999999998,163.3133333333333,163.3133333333333,15.589999999999998,230.74,26.780000000000001,11.609999999999999,27.179867733389951,79.25,37.379999999999995,12.459999999999999,26.416666666666668
China Camp,38.0075,-122.493333333,4739.0,0.239234449761,418.0,156.2,154.8,132.3,64.7,21.8,7.8,0.8,2.1,9.1,60.2,113.3,153.6,4.41,5.42,5.36,5.64,7.47,9.82,10.98,10.96,10.42,8.73,6.28,4.67,13.04,14.6,15.41,16.98,20.26,24.31,26.99,27.08,26.29,22.84,17.74,13.78,80.571666666666673,-65.545,-643.86051080550101,60.152697339539323,10.98,0.80000000000000004,10.18,14.786666666666667,159.70000000000002,159.70000000000002,14.153333333333334,239.32000000000002,27.079999999999998,13.039999999999999,24.533599782080977,80.359999999999985,41.420000000000002,13.806666666666667,26.126666666666665
China Camp,38.0075,-122.493333333,5089.0,0.243902439024,410.0,146.4,131.9,109.2,55.1,20.2,8.0,0.9,2.8,12.7,84.3,145.0,166.8,3.8,4.77,4.86,5.37,7.42,9.95,11.29,11.38,10.88,9.05,6.29,4.31,12.55,14.23,15.19,16.99,20.53,24.78,27.48,27.36,26.21,22.45,17.18,13.21,81.055833333333325,-66.16083333333334,-631.30566157760825,59.116217805597891,11.380000000000001,0.90000000000000002,10.48,16.649999999999999,152.66000000000003,157.53333333333333,14.773333333333333,238.16000000000003,27.48,12.550000000000001,26.001759746990089,81.050000000000011,39.990000000000002,14.313333333333333,26.540000000000003
China Camp,38.0075,-122.493333333,6543.0,2.57142857143,350.0,192.0,162.3,104.5,49.0,20.5,9.8,1.0,2.7,8.9,49.6,97.9,170.4,3.3,4.51,4.92,5.67,7.84,10.34,11.53,11.42,10.68,8.64,5.73,3.71,11.74,13.81,15.43,17.63,21.15,25.03,27.44,27.27,26.23,22.4,16.82,12.45,79.740833333333342,-65.02583333333332,-617.52928141817029,65.204740939384322,11.529999999999999,1.0,10.529999999999999,15.409999999999998,178.74000000000001,178.74000000000001,15.409999999999998,237.39999999999998,27.440000000000001,11.74,27.040436783380876,80.939999999999998,38.0,12.666666666666666,26.98
China Camp,38.0075,-122.493333333,7241.0,1.38121546961,362.0,208.6,193.4,143.3,67.5,25.0,10.2,1.0,2.7,9.9,60.3,119.4,189.8,4.65,5.58,5.1,5.22,7.34,10.21,11.5,11.0,9.67,7.59,5.4,4.48,12.74,14.07,14.3,15.76,19.65,24.65,27.69,27.23,25.34,21.24,16.3,13.07,93.236666666666679,-78.61333333333334,-748.69841269841277,75.377178391222785,11.5,1.0,10.5,15.256666666666666,202.16999999999999,202.16999999999999,15.256666666666666,232.04,27.690000000000001,12.74,26.857169629480669,80.260000000000005,39.880000000000003,13.293333333333335,26.753333333333334
China Camp,38.0075,-122.493333333,7598.0,4.50236966825,422.0,165.7,167.3,144.3,71.6,25.0,9.2,0.9,2.4,9.6,60.5,113.2,158.1,3.47,4.71,5.1,5.93,8.27,10.97,12.2,11.93,10.89,8.64,5.7,3.78,11.87,13.61,14.63,16.66,20.63,25.34,28.15,27.71,25.95,21.7,16.25,12.39,84.94916666666667,-69.68416666666667,-616.67404129793522,62.831828247889007,12.199999999999999,0.90000000000000002,11.299999999999999,15.973333333333334,167.68666666666664,167.68666666666664,15.866666666666667,234.89,28.149999999999999,11.869999999999999,28.403293260461197,81.810000000000002,37.869999999999997,12.623333333333333,27.066666666666663
China Camp,38.0075,-122.493333333,8062.0,3.1914893617,470.0,130.8,144.5,141.6,72.3,23.9,8.1,0.7,2.0,7.7,48.9,90.6,122.6,3.36,4.56,4.85,5.55,7.75,10.34,11.54,11.31,10.4,8.29,5.48,3.64,12.27,13.97,14.8,16.57,20.27,24.75,27.45,27.04,25.45,21.45,16.3,12.67,73.397500000000008,-58.88583333333333,-543.22724477244776,52.847767238392706,11.539999999999999,0.69999999999999996,10.84,14.549999999999999,136.48666666666668,143.22333333333333,14.549999999999999,232.98999999999998,27.449999999999999,12.27,26.744243714483119,79.939999999999998,38.909999999999997,13.680000000000001,26.646666666666665
China Camp,38.0075,-122.493333333,9053.0,3.61247947455,609.0,112.8,117.7,118.7,53.6,13.8,3.8,0.4,1.2,7.6,67.5,130.0,132.3,3.07,4.25,4.53,5.48,8.23,11.45,12.89,12.36,10.77,8.09,5.04,3.27,11.99,13.84,14.78,16.88,21.14,26.18,28.98,28.08,25.61,20.94,15.56,12.14,70.735833333333332,-55.83083333333334,-447.00427008273289,50.559992328970502,12.890000000000001,0.40000000000000002,12.49,14.033333333333331,124.46333333333332,128.82666666666668,14.033333333333331,236.12,28.98,11.99,29.189058151598424,83.239999999999995,37.969999999999999,13.230000000000002,27.746666666666666
China Camp,38.0075,-122.493333333,9264.0,1.53452685422,391.0,189.5,171.4,130.8,65.2,25.5,10.9,1.2,3.2,12.2,73.0,133.2,188.1,3.8,4.86,5.02,5.69,8.03,10.84,12.21,12.02,11.04,8.85,6.0,4.15,12.22,13.93,14.96,16.95,20.83,25.42,28.23,27.94,26.41,22.3,16.85,12.86,91.392499999999998,-75.97416666666668,-690.0469270360278,69.076323141507771,12.210000000000001,1.2,11.010000000000002,17.289999999999999,187.27000000000001,187.27000000000001,16.790000000000003,238.89999999999998,28.23,12.220000000000001,27.616806656312896,82.579999999999998,39.009999999999998,13.003333333333332,27.196666666666669
China Camp,38.0075,-122.493333333,10310.0,9.95024875622,402.0,132.9,130.3,128.7,70.5,25.0,9.2,1.0,3.2,15.5,105.4,166.3,161.3,3.24,4.49,4.77,5.59,8.1,11.04,12.31,11.78,10.36,7.87,5.0,3.35,11.87,13.74,14.62,16.58,20.67,25.56,28.26,27.34,24.95,20.41,15.2,11.93,86.433333333333351,-71.78333333333335,-634.68906572354854,59.523586688154317,12.31,1.0,11.31,16.176666666666666,145.19333333333336,157.36333333333334,16.176666666666666,231.12999999999997,28.260000000000002,11.869999999999999,28.697136800961626,81.159999999999997,37.539999999999999,13.0,27.053333333333331
China Camp,38.0075,-122.493333333,10758.0,7.11382113821,492.0,194.0,172.6,121.4,54.0,19.4,8.2,0.9,2.3,8.9,56.2,114.7,181.5,2.46,3.62,4.03,5.13,8.0,11.28,12.83,12.45,10.98,8.26,4.99,2.89,11.26,13.21,14.35,16.64,21.04,26.14,28.95,28.01,25.46,20.65,15.08,11.48,85.085000000000008,-70.59833333333334,-591.77144453758035,68.567214651026916,12.83,0.90000000000000002,11.93,15.986666666666665,185.69000000000003,185.69000000000003,15.986666666666665,232.27,28.949999999999999,11.26,30.770765372753782,83.100000000000009,35.950000000000003,11.983333333333334,27.700000000000003
China Camp,38.0075,-122.493333333,10910.0,7.4812967581,401.0,173.4,173.5,148.6,64.4,18.1,5.6,0.5,1.6,7.9,61.8,129.5,173.6,3.97,5.08,4.89,5.42,7.99,11.2,12.55,11.77,9.92,7.33,4.8,3.75,12.68,14.39,14.78,16.46,20.68,25.93,28.76,27.56,24.69,19.99,15.1,12.42,87.264166666666654,-72.48583333333336,-601.54218533886603,68.497285646748239,12.550000000000001,0.5,12.050000000000001,14.406666666666666,177.76666666666668,177.76666666666668,14.406666666666666,233.44,28.760000000000002,12.42,28.023335223826439,82.25,39.490000000000002,13.163333333333334,27.416666666666668
China Camp,38.0075,-122.493333333,11643.0,4.98220640569,281.0,153.4,135.9,103.1,51.5,20.2,8.7,0.9,2.7,10.6,64.3,115.7,157.6,1.67,3.23,4.17,5.52,8.2,11.0,12.15,11.63,10.25,7.56,4.2,1.98,10.55,12.93,14.69,17.19,21.21,25.57,27.88,26.94,24.76,20.18,14.55,10.71,75.513333333333335,-61.92000000000001,-550.40000000000009,55.336472953097477,12.15,0.90000000000000002,11.25,15.693333333333333,151.25999999999999,151.25999999999999,15.693333333333333,227.16,27.879999999999999,10.550000000000001,30.489149383924563,80.390000000000001,34.189999999999998,11.396666666666667,26.796666666666667
China Camp,38.0075,-122.493333333,12158.0,1.02040816327,294.0,147.9,140.1,129.9,60.2,17.2,5.3,0.6,2.0,12.8,111.0,200.2,188.6,2.46,3.58,3.7,4.42,6.91,9.9,11.26,10.85,9.51,7.1,4.28,2.63,11.28,13.09,13.75,15.55,19.6,24.54,27.25,26.25,23.74,19.23,14.2,11.2,91.033333333333317,-78.26666666666667,-734.20888055034391,70.578801507408883,11.26,0.59999999999999998,10.66,13.303333333333333,161.75666666666669,182.02333333333331,13.303333333333333,219.67999999999998,27.25,11.199999999999999,29.387623690584014,78.039999999999992,35.569999999999993,12.226666666666667,26.013333333333332
China Camp,38.0075,-122.493333333,12521.0,1.40845070423,426.0,206.7,179.8,125.9,50.2,14.9,5.1,0.5,1.6,8.1,64.9,145.0,210.2,2.12,3.53,4.1,5.17,7.81,10.75,11.97,11.39,9.89,7.25,4.14,2.28,10.72,13.02,14.51,16.81,20.81,25.29,27.63,26.57,24.21,19.63,14.21,10.71,91.108333333333334,-77.70833333333334,-677.49200813716948,77.235428812746875,11.970000000000001,0.5,11.470000000000001,13.770000000000001,201.54333333333332,201.54333333333332,13.770000000000001,224.12,27.629999999999999,10.710000000000001,30.132678166672843,79.490000000000009,34.450000000000003,11.483333333333334,26.49666666666667
China Camp,38.0075,-122.493333333,12973.0,2.1186440678,472.0,137.4,142.6,133.3,65.2,20.6,6.9,0.7,1.9,8.7,60.6,112.7,140.2,1.22,2.97,4.2,5.73,8.44,11.11,12.14,11.57,10.17,7.41,3.9,1.53,10.24,12.63,14.35,16.83,20.88,25.29,27.61,26.6,24.33,19.7,14.1,10.35,75.932500000000005,-62.534166666666664,-546.62733100233095,54.262393073687171,12.140000000000001,0.69999999999999996,11.440000000000001,14.773333333333333,141.97333333333333,141.97333333333333,14.773333333333333,222.90999999999997,27.609999999999999,10.24,31.080123934131233,79.5,33.219999999999999,11.073333333333332,26.5
China Camp,38.0075,-122.493333333,13392.0,1.32158590308,454.0,189.9,166.7,119.1,55.8,21.2,9.1,1.0,2.6,10.2,63.6,123.6,184.7,3.08,4.43,4.51,5.12,7.52,10.42,11.5,10.62,8.81,6.27,3.76,2.74,11.54,13.62,14.5,16.31,20.15,24.73,27.1,25.9,23.35,18.9,14.01,11.2,85.523333333333326,-72.39333333333332,-689.46031746031724,68.240357479199133,11.5,1.0,10.5,15.079999999999998,183.84999999999999,183.84999999999999,14.909999999999998,221.31,27.100000000000001,11.199999999999999,28.187068867976013,77.72999999999999,36.359999999999999,12.119999999999999,25.449999999999999
China Camp,38.0075,-122.493333333,13818.0,2.39520958084,334.0,215.4,187.3,122.9,51.6,17.5,6.8,0.7,1.9,7.6,51.1,112.2,193.5,0.78,2.4,3.25,4.49,7.12,9.9,10.96,10.26,8.68,5.97,2.78,0.86,9.58,11.84,13.18,15.44,19.53,24.18,26.58,25.41,22.84,18.14,12.79,9.47,86.329166666666666,-75.08749999999999,-731.84697855750471,75.296182778227376,10.960000000000001,0.69999999999999996,10.260000000000002,13.506666666666666,200.08000000000001,200.08000000000001,13.366666666666667,208.98000000000002,26.579999999999998,9.4700000000000006,32.390349518763209,76.170000000000002,30.890000000000001,10.296666666666667,24.943333333333332
China Camp,38.0075,-122.493333333,14250.0,3.83561643836,365.0,251.0,229.7,175.1,75.6,24.3,9.1,0.9,2.7,11.9,88.7,187.0,255.9,5.1,6.43,6.25,6.33,8.03,10.26,11.01,10.27,8.99,7.11,5.18,4.56,12.71,14.6,15.17,16.58,19.98,24.23,26.56,25.64,23.61,19.66,15.11,12.42,116.78500000000001,-101.865,-1007.5667655786351,97.210561540400533,11.01,0.90000000000000002,10.109999999999999,14.746666666666664,250.89666666666665,250.89666666666665,14.746666666666664,226.27,26.559999999999999,12.42,24.710099960354199,76.430000000000007,39.730000000000004,13.243333333333334,25.47666666666667
China Camp,38.0075,-122.493333333,14689.0,3.81355932203,236.0,241.6,236.3,203.2,89.9,27.5,9.4,0.9,2.8,13.0,100.0,207.7,256.0,3.7,4.99,5.01,5.32,7.2,9.53,10.44,9.91,8.81,6.86,4.59,3.49,11.97,13.46,13.45,14.69,18.53,23.58,26.39,25.38,22.85,18.56,14.07,11.67,122.34583333333335,-109.03750000000001,-1142.9507337526206,98.884859766155415,10.44,0.90000000000000002,9.5399999999999991,14.326666666666668,248.6933333333333,248.6933333333333,14.326666666666668,214.59999999999997,26.390000000000001,11.67,27.52101934488228,75.349999999999994,37.100000000000001,12.366666666666667,25.116666666666664
China Camp,38.0075,-122.493333333,15135.0,1.32625994695,377.0,240.7,229.4,210.7,92.7,25.5,7.7,0.8,2.8,17.6,161.7,319.0,303.8,3.6,4.72,4.73,5.09,7.0,9.4,10.51,10.3,9.52,7.68,5.23,3.73,12.19,13.52,13.42,14.58,18.37,23.4,26.33,25.58,23.34,19.22,14.7,12.1,141.15916666666666,-127.57416666666666,-1313.8431170614488,116.23602715010044,10.51,0.80000000000000004,9.7099999999999991,13.836666666666668,261.98333333333335,292.01999999999998,13.836666666666668,216.74999999999997,26.329999999999998,12.1,27.017608333870253,75.310000000000002,37.810000000000002,12.996666666666664,25.103333333333335
Mountain Lake,37.78826,-122.470765,-49.0,0.0556096204643,14386.0,93.3,85.1,69.5,30.5,9.1,2.9,0.5,1.1,4.1,19.4,43.6,73.5,5.98,7.8,9.02,10.4,11.63,12.62,13.2,13.57,13.94,12.65,9.68,6.73,13.52,15.85,17.75,19.53,20.81,22.15,22.12,22.18,23.25,21.99,18.04,14.11,46.651666666666671,-25.448333333333334,-189.34771825396828,31.504431390238139,13.94,0.5,13.44,15.469999999999999,90.803333333333327,90.803333333333327,14.630000000000001,231.3,23.25,13.52,15.967536141199986,67.549999999999997,43.479999999999997,14.493333333333332,22.149999999999995
Mountain Lake,37.78826,-122.470765,-42.0,0.0766123415517,14358.0,93.3,85.1,69.5,30.5,9.1,2.9,0.5,1.1,4.1,19.4,43.6,73.5,5.98,7.8,9.02,10.4,11.63,12.62,13.2,13.57,13.94,12.65,9.68,6.73,13.52,15.85,17.75,19.53,20.81,22.15,22.12,22.18,23.25,21.99,18.04,14.11,46.651666666666671,-25.448333333333334,-189.34771825396828,31.504431390238139,13.94,0.5,13.44,15.469999999999999,90.803333333333327,90.803333333333327,14.630000000000001,231.3,23.25,13.52,15.967536141199986,67.549999999999997,43.479999999999997,14.493333333333332,22.149999999999995
Mountain Lake,37.78826,-122.470765,-34.0,0.173454520225,14413.0,93.3,85.1,69.5,30.5,9.1,2.9,0.5,1.1,4.1,19.4,43.6,73.5,5.98,7.8,9.02,10.4,11.63,12.62,13.2,13.57,13.94,12.65,9.68,6.73,13.52,15.85,17.75,19.53,20.81,22.15,22.12,22.18,23.25,21.99,18.04,14.11,46.651666666666671,-25.448333333333334,-189.34771825396828,31.504431390238139,13.94,0.5,13.44,15.469999999999999,90.803333333333327,90.803333333333327,14.630000000000001,231.3,23.25,13.52,15.967536141199986,67.549999999999997,43.479999999999997,14.493333333333332,22.149999999999995
Mountain Lake,37.78826,-122.470765,-26.0,0.103849349211,14444.0,93.3,85.1,69.5,30.5,9.1,2.9,0.5,1.1,4.1,19.4,43.6,73.5,5.98,7.8,9.02,10.4,11.63,12.62,13.2,13.57,13.94,12.65,9.68,6.73,13.52,15.85,17.75,19.53,20.81,22.15,22.12,22.18,23.25,21.99,18.04,14.11,46.651666666666671,-25.448333333333334,-189.34771825396828,31.504431390238139,13.94,0.5,13.44,15.469999999999999,90.803333333333327,90.803333333333327,14.630000000000001,231.3,23.25,13.52,15.967536141199986,67.549999999999997,43.479999999999997,14.493333333333332,22.149999999999995
Mountain Lake,37.78826,-122.470765,-19.0,0.110154905336,14525.0,108.2,87.7,65.9,28.2,8.7,2.9,0.5,1.4,5.8,28.5,62.8,96.5,6.28,7.47,7.76,8.59,9.95,11.57,12.66,13.17,13.42,12.19,9.57,7.06,13.63,15.42,16.55,17.95,19.48,21.48,21.95,22.11,22.97,21.64,17.89,14.28,51.399166666666666,-31.450833333333335,-243.42750257997938,36.707919095279095,13.42,0.5,12.92,15.65,104.40333333333335,104.40333333333335,14.066666666666668,225.35,22.969999999999999,13.630000000000001,15.932500118183892,67.030000000000001,43.329999999999998,14.443333333333333,21.846666666666664
Mountain Lake,37.78826,-122.470765,-11.0,0.0955696634583,14649.0,98.1,86.6,70.7,35.5,13.2,5.2,0.9,2.0,6.3,24.6,48.4,78.3,5.4,6.9,7.58,8.64,9.97,11.34,12.17,12.51,12.67,11.35,8.63,6.06,12.68,14.41,15.49,16.89,18.46,20.55,21.09,21.26,22.08,20.72,16.96,13.35,48.585000000000008,-29.715000000000003,-252.46389124893801,32.16837305491218,12.67,0.90000000000000002,11.77,15.516666666666666,93.786666666666676,93.786666666666676,14.706666666666665,213.94000000000003,22.079999999999998,12.68,16.935235385741972,64.430000000000007,40.439999999999998,13.479999999999999,20.966666666666669
Mountain Lake,37.78826,-122.470765,-3.0,0.0962662449288,14543.0,80.4,76.0,70.9,32.0,8.7,2.4,0.4,1.0,4.6,24.5,52.5,71.6,5.51,7.1,8.04,9.29,10.62,11.87,12.68,13.13,13.48,12.18,9.25,6.35,12.76,14.81,16.49,18.19,19.59,21.17,21.44,21.75,22.99,21.77,17.73,13.62,45.375,-25.45833333333334,-194.63557594291544,28.903648414459148,13.48,0.40000000000000002,13.08,22.963333333333335,82.320000000000007,82.649999999999991,13.826666666666668,222.31,22.989999999999998,12.76,17.080486571302057,66.509999999999991,41.189999999999998,14.686666666666667,21.453333333333333
Mountain Lake,37.78826,-122.470765,5.0,0.233564608092,14557.0,107.3,89.7,68.7,27.7,7.8,2.5,0.5,1.2,4.9,26.2,61.3,94.5,6.84,8.18,8.41,9.1,10.29,11.73,12.58,12.82,12.86,11.65,9.32,7.26,13.9,15.87,17.07,18.39,19.71,21.44,21.64,21.6,22.38,21.12,17.58,14.27,51.111666666666672,-30.938333333333336,-250.31014023732473,37.134335376964657,12.859999999999999,0.5,12.359999999999999,14.953333333333333,104.59333333333332,104.59333333333332,13.776666666666666,224.97,22.379999999999999,13.9,14.591553371065439,65.620000000000005,44.039999999999999,14.68,21.560000000000002
Mountain Lake,37.78826,-122.470765,13.0,0.200856989823,14936.0,107.3,89.7,68.7,27.7,7.8,2.5,0.5,1.2,4.9,26.2,61.3,94.5,6.84,8.18,8.41,9.1,10.29,11.73,12.58,12.82,12.86,11.65,9.32,7.26,13.9,15.87,17.07,18.39,19.71,21.44,21.64,21.6,22.38,21.12,17.58,14.27,51.111666666666672,-30.938333333333336,-250.31014023732473,37.134335376964657,12.859999999999999,0.5,12.359999999999999,14.953333333333333,104.59333333333332,104.59333333333332,13.776666666666666,224.97,22.379999999999999,13.9,14.591553371065439,65.620000000000005,44.039999999999999,14.68,21.560000000000002
Mountain Lake,37.78826,-122.470765,20.0,0.272795471595,14663.0,112.4,89.9,67.9,30.3,9.9,3.6,0.7,1.8,7.0,33.3,69.8,102.9,6.45,8.03,8.65,9.48,10.44,11.42,12.02,12.36,12.75,11.73,9.3,6.96,13.6,15.71,17.16,18.5,19.51,20.75,20.74,20.89,22.13,21.17,17.63,14.08,54.090833333333336,-34.159166666666664,-283.47856154910096,38.507090571809705,12.75,0.69999999999999996,12.050000000000001,26.313333333333333,108.88,108.88,13.966666666666667,221.87000000000003,22.129999999999999,13.6,14.129801727507768,64.189999999999998,43.390000000000001,14.463333333333333,20.793333333333333
Mountain Lake,37.78826,-122.470765,28.0,0.102207686018,14676.0,127.6,104.5,70.6,32.1,12.2,5.2,0.9,1.9,5.5,21.1,46.2,92.4,6.42,7.92,8.38,9.07,9.94,10.9,11.5,11.86,12.28,11.35,9.06,6.87,13.41,15.43,16.74,17.99,18.99,20.3,20.35,20.53,21.77,20.84,17.37,13.89,52.979166666666664,-33.72083333333333,-296.31663737551264,41.049502120069072,12.279999999999999,0.90000000000000002,11.379999999999999,21.330000000000002,115.23666666666666,115.23666666666666,14.086666666666666,217.61,21.77,13.41,14.05639411257193,63.140000000000001,42.730000000000004,14.243333333333334,20.393333333333334
Mountain Lake,37.78826,-122.470765,36.0,0.136091453457,14696.0,110.2,96.8,82.8,37.8,11.4,3.6,0.6,1.7,6.9,34.2,71.3,100.1,6.48,7.74,7.98,8.68,9.84,11.24,12.17,12.63,12.93,11.84,9.42,7.12,13.94,15.38,15.87,16.79,18.22,20.44,21.1,21.27,22.07,20.89,17.56,14.45,56.289166666666667,-36.61083333333334,-296.92484455258182,39.250405190760624,12.93,0.59999999999999998,12.33,15.643333333333333,109.48,109.48,13.979999999999999,217.97999999999996,22.07,13.94,14.529012734452934,64.439999999999998,43.770000000000003,14.590000000000002,20.936666666666667
Mountain Lake,37.78826,-122.470765,42.0,0.239873894867,14591.0,110.2,96.8,82.8,37.8,11.4,3.6,0.6,1.7,6.9,34.2,71.3,100.1,6.48,7.74,7.98,8.68,9.84,11.24,12.17,12.63,12.93,11.84,9.42,7.12,13.94,15.38,15.87,16.79,18.22,20.44,21.1,21.27,22.07,20.89,17.56,14.45,56.289166666666667,-36.61083333333334,-296.92484455258182,39.250405190760624,12.93,0.59999999999999998,12.33,15.643333333333333,109.48,109.48,13.979999999999999,217.97999999999996,22.07,13.94,14.529012734452934,64.439999999999998,43.770000000000003,14.590000000000002,20.936666666666667
Mountain Lake,37.78826,-122.470765,52.0,0.136677373061,14633.0,129.7,115.3,85.8,36.7,11.4,3.8,0.6,1.4,4.6,20.9,49.1,94.1,5.57,7.19,7.97,8.97,10.05,11.11,11.74,12.09,12.45,11.31,8.7,6.17,12.64,14.5,15.84,17.29,18.63,20.31,20.66,21.0,22.21,21.09,17.28,13.42,55.559999999999995,-36.67333333333333,-309.47960618846696,43.662662729919099,12.449999999999999,0.59999999999999998,11.85,20.916666666666668,119.34333333333332,119.34333333333332,13.58,214.87,22.210000000000001,12.640000000000001,16.489111774976731,64.299999999999997,40.560000000000002,13.520000000000001,20.656666666666666
Mountain Lake,37.78826,-122.470765,60.0,0.209884901828,14770.0,98.2,92.7,83.5,38.5,11.3,3.4,0.6,1.4,5.4,26.3,55.8,82.9,6.26,7.78,8.34,9.16,10.18,11.26,11.92,12.27,12.61,11.55,9.11,6.78,13.47,15.16,15.98,17.04,18.29,20.13,20.53,20.72,21.7,20.64,17.24,13.97,51.435000000000002,-31.898333333333337,-265.5981126838746,35.355564036419125,12.609999999999999,0.59999999999999998,12.01,23.176666666666666,98.206666666666663,98.926666666666662,13.616666666666667,214.86999999999998,21.699999999999999,13.470000000000001,14.435602727710062,63.060000000000002,42.600000000000001,14.869999999999999,20.459999999999997
Mountain Lake,37.78826,-122.470765,68.0,0.159489633174,15048.0,81.5,79.3,78.2,38.7,11.6,3.4,0.6,1.4,5.6,26.8,53.1,72.0,6.72,8.03,8.19,8.83,9.99,11.43,12.3,12.56,12.63,11.46,9.18,7.15,13.95,15.67,16.49,17.61,19.0,21.0,21.42,21.43,22.15,20.89,17.49,14.34,47.555833333333332,-27.810833333333335,-231.17899695206427,30.248929583907962,12.630000000000001,0.59999999999999998,12.030000000000001,15.030000000000001,84.899999999999991,87.313333333333333,13.896666666666667,221.44000000000003,22.149999999999999,13.949999999999999,14.424678027381876,65.0,43.960000000000001,15.369999999999999,21.283333333333335
Mountain Lake,37.78826,-122.470765,75.0,0.220127949371,14537.0,85.9,79.0,69.1,33.3,10.9,3.7,0.6,1.5,5.3,23.4,47.6,72.0,5.76,7.07,7.27,8.06,9.5,11.24,12.23,12.36,12.13,10.68,8.24,6.18,13.13,14.63,15.12,16.12,17.72,20.13,20.79,20.73,21.17,19.75,16.41,13.47,45.251666666666665,-26.798333333333332,-227.87698412698413,29.540379661669135,12.359999999999999,0.59999999999999998,11.76,14.706666666666665,85.303333333333342,85.303333333333342,13.876666666666667,209.16999999999996,21.170000000000002,13.130000000000001,15.586305038320509,62.689999999999998,41.230000000000004,13.743333333333334,20.550000000000001
Mountain Lake,37.78826,-122.470765,83.0,0.191780821918,14600.0,85.9,79.0,69.1,33.3,10.9,3.7,0.6,1.5,5.3,23.4,47.6,72.0,5.76,7.07,7.27,8.06,9.5,11.24,12.23,12.36,12.13,10.68,8.24,6.18,13.13,14.63,15.12,16.12,17.72,20.13,20.79,20.73,21.17,19.75,16.41,13.47,45.251666666666665,-26.798333333333332,-227.87698412698413,29.540379661669135,12.359999999999999,0.59999999999999998,11.76,14.706666666666665,85.303333333333342,85.303333333333342,13.876666666666667,209.16999999999996,21.170000000000002,13.130000000000001,15.586305038320509,62.689999999999998,41.230000000000004,13.743333333333334,20.550000000000001
Mountain Lake,37.78826,-122.470765,90.0,0.223531802479,14763.0,115.1,96.2,71.3,30.6,9.6,3.3,0.6,1.4,5.3,25.0,56.1,94.5,5.4,6.99,7.76,8.78,9.89,10.97,11.65,12.05,12.43,11.3,8.65,6.05,12.42,14.37,15.81,17.28,18.53,20.08,20.32,20.62,21.87,20.79,17.0,13.15,51.743333333333339,-33.089999999999996,-279.71259509721045,38.395517822903351,12.43,0.59999999999999998,11.83,22.493333333333329,108.08,108.08,13.323333333333332,212.24,21.870000000000001,12.42,16.391631272856394,63.280000000000001,39.939999999999998,13.313333333333333,20.34
Mountain Lake,37.78826,-122.470765,96.0,0.150623031631,14606.0,96.3,81.2,64.7,27.4,7.9,2.5,0.4,1.2,5.1,26.7,59.4,87.2,5.65,7.2,7.79,8.76,10.05,11.43,12.17,12.32,12.28,10.92,8.36,6.09,12.76,14.85,16.26,17.73,19.05,20.66,20.79,20.76,21.6,20.32,16.66,13.18,47.751666666666665,-28.914999999999996,-242.57550335570465,33.262668472160939,12.32,0.40000000000000002,11.92,14.49,94.546666666666667,94.546666666666667,13.339999999999998,214.61999999999998,21.600000000000001,12.76,15.831999924366022,63.149999999999999,40.789999999999999,13.596666666666666,20.736666666666668
Mountain Lake,37.78826,-122.470765,107.0,0.281748213304,14552.0,94.9,83.8,73.8,34.0,10.1,3.1,0.6,1.5,6.5,32.8,67.1,89.1,5.83,7.48,8.19,9.15,10.25,11.35,11.95,12.16,12.34,11.14,8.62,6.28,12.58,14.68,16.14,17.63,18.95,20.53,20.65,20.65,21.53,20.27,16.58,13.03,51.00333333333333,-31.88,-271.55025553662688,34.071406470659362,12.34,0.59999999999999998,11.74,15.016666666666666,95.796666666666667,95.796666666666667,13.553333333333333,213.22,21.530000000000001,12.58,16.060468200684827,62.829999999999998,40.289999999999999,13.43,20.609999999999999
